2.1,FILME BRANCO,2.52,22:40:12
0.2,LATINHA,1.0,22:44:16
0.3,PET,0.75,22:44:16
0.1,LATINHA,0.5,22:49:09
2.2,PET,5.5,23:06:14
1.3,FERRO,0.91,23:07:34
1.4,LATINHA,7.0,23:28:28
1.135,PET,2.84,23:28:28
1.0,BLOCO,2.5,23:32:24
0.2,PET,0.5,23:32:24
0.25,PET,0.62,23:32:24
0.8,LATINHA,4.0,23:45:19
0.8,PET,2.0,23:45:19
0.4,PLÁSTICO DURO,0.28,23:45:19
11.0,FERRO,7.7,00:04:14
0.5,PET,1.25,00:04:14
0.3,LATINHA,1.5,00:04:14
2.0,PP PRETO,1.0,00:04:14
1.7,PET,4.25,00:20:30
35.5,FERRO,24.85,00:29:51
3.3,FERRO,2.31,00:33:04
0.35,LATINHA,1.75,00:33:04
1.2,LATINHA,6.0,00:57:51
0.45,LATINHA,2.25,01:04:39
22.0,AÇO,66.0,01:10:51
65.0,FERRO,45.5,01:10:51
1.6,PET,4.0,01:15:01
1.3,PLÁSTICO DURO,0.91,01:15:01
2.1,LATINHA,10.5,01:15:01
5.4,FERRO,3.78,01:15:01
20.0,FERRO,14.0,01:21:22
0.65,LATINHA,3.25,01:21:22
1.8,PLÁSTICO DURO,1.26,01:21:22
2.8,PP PRETO,1.4,01:21:22
2.8,PET,7.0,01:21:22
2.4,PLÁSTICO DURO,1.68,01:33:23
3.6,PET,9.0,01:33:23
0.2,METAL,2.4,01:33:23
4.4,FERRO,3.08,01:33:23
1.3,LATINHA,6.5,01:33:23
0.3,COBRE 3,4.8,01:40:40
0.2,COBRE 2,5.2,01:40:40
4.0,PERFIL,32.0,01:43:06
0.5,PET,1.25,01:57:25
1.1,PLÁSTICO DURO,0.77,01:57:25
1.0,FERRO,0.7,01:57:25
0.4,LATINHA,2.0,02:02:04
1.2,FERRO,0.84,02:02:04
1.7,PET,4.25,02:02:04
1.8,PLÁSTICO DURO,1.26,02:02:04
0.085,COBRE 2,2.21,02:37:04
0.8,PET,2.0,02:43:30
1.9,PLÁSTICO DURO,1.33,02:43:30
0.1,LATINHA,0.5,02:43:30
0.4,METAL,4.8,02:43:30
1.07,PERFIL PINTADO,7.49,02:47:17
2.6,FERRO,1.82,03:10:06
0.4,PERFIL,3.2,03:10:06
1.3,PET,3.25,03:10:06
1.4,PLÁSTICO DURO,0.98,03:10:06
0.1,LATINHA,0.5,03:10:06
4.6,PLÁSTICO DURO,3.22,03:16:08
1.7,PP PRETO,0.85,03:16:08
3.015,PERFIL,24.12,03:19:47
11.0,FERRO,7.7,03:23:11
0.2,LATINHA,1.0,03:23:11
4.0,PP PRETO,2.0,03:25:28
0.1,LATINHA,0.5,03:25:28
3.5,FERRO,2.45,03:31:02
3.0,PLÁSTICO DURO,2.1,03:31:02
0.95,PP PRETO,0.47,03:31:02
0.61,LATINHA,3.05,03:31:02
1.8,PET,4.5,03:31:02
5.3,FERRO,3.71,03:36:19
0.2,PERFIL,1.6,04:04:22
0.3,COBRE 2,7.8,04:08:16
3.0,PLÁSTICO DURO,2.1,04:31:33
1.0,PET,2.5,04:31:33
0.395,LATINHA,1.98,04:31:33
